features,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53
Industrial/11/11/leberre/2dimensionalstrippacking/korf-15.cnf.gz,4740,45569,3953,39088,0.199089299,0.165805362,0.21,0.101130782,0.672124437,0.631625626,0,1,1.030306093,0.001304463,0.707585005,0.000505945,0.011383759,2.014949402,0,0.25007675,0.465309046,0.01,0.001304463,2.63225777,0.000179083,0.016757061,1.831957517,0.370656678,0.19532325,0.186046512,0.963369963,1.57387573,0.001064998,3.140400738,5.1167E-05,0.016270978,1.755921216,0.924503684,0.000733483,1.099499366,0.000460499,0.007854073,0.06,-1,0,-1,0,-512,-1,0,-1,0,0,22.67
Industrial/12/SATCompetition2011/application/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf.gz,17298,57292,6724,36664,1.572575848,0.562622736,0.33,0.183395156,0.443617611,0.684986995,0,1,1.540397241,0.000542452,0.706048244,0.000297442,0.00446163,1.392022269,0,0.16083897,0.730444032,0,0.000542452,1.558241064,0.000163648,0.006409557,2.612742878,0.196250661,0.240353764,0,0.875,2.446852408,0.000196874,1.696341992,2.7275E-05,0.002345625,2.407396935,0.388855553,0.000603021,1.395716296,0.000163648,0.008618809,0.15,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/11/11/leberre/2dimensionalstrippacking/E05X15.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/09/APPLICATION/SAT_RACE06/goldb-heqc-i10mul.cnf.gz,12998,77941,12369,76060,0.050852939,0.024730476,0.54,0.162621615,0.499770639,0.728039992,0,1,1.265441117,0.000276564,1.318373943,0.000161695,0.034683483,1.052240721,0,0.225611359,0.699079674,0.01,0.000276564,1.770520784,0.000131475,0.009545096,2.409963537,0.171631537,0.115329544,0,0.666666667,2.276325108,6.8431E-05,1.78203949,1.3148E-05,0.002655798,1.792543377,0.257073363,0.000343861,2.982227326,7.8885E-05,0.005811202,0.5,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/11/11/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf.gz,95456,477186,30161,192101,2.164881801,1.484037043,1.42,0.15700595,0.382736949,1.259187211,0,1,0.84744667,8.5636E-05,1.930369463,6.6311E-05,0.00208879,0.219271365,0,0.970088651,0.979068303,0.04,8.5636E-05,1.260382466,1.0411E-05,0.001119203,2.502796919,0.185020964,0.161687509,0,1,2.495145771,6.4109E-05,1.604349522,1.0411E-05,0.001056736,2.338844029,0.966621725,0.000389763,0.734988994,1.0411E-05,0.001884425,2.94,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/09/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf.gz,293864,1370917,84762,534198,2.466930936,1.566308747,6.78,0.158671504,0.349939999,1.041980663,0,1,1.313220296,3.0925E-05,0.388138627,2.3595E-05,0.000141573,0.980386328,0,0.566411705,0.924700205,0.09,3.0925E-05,0.546326873,1.1232E-05,7.6751E-05,2.834307227,0.241514857,0.16061502,0,0.80952381,3.100006818,1.9689E-05,0.499187826,5.616E-06,5.2415E-05,2.585925828,0.744856776,3.0374E-05,0.545341673,7.488E-06,7.1135E-05,22.83,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
Industrial/12/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf.gz,652445,11706080,506547,8847935,0.288024606,0.323029611,21.73,0.057250308,0.788816821,0.504292789,0,1,0.650036838,4.313E-06,3.329752681,3.948E-06,0.002633517,0.179325287,0,0.960658052,0.99779474,1.26,4.313E-06,1.906187057,6.78E-07,0.000456152,1.78251124,0.426119802,0.325760837,0,0.99375,1.681495524,3.793E-06,2.173988533,4.52E-07,0.0004557,1.709155969,0.960651045,0.000100954,0.697248811,4.52E-07,0.000606469,811.85,-1,0,-1,0,-512,-1,0,-1,0,0,20.62
Industrial/11/11/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf.gz,300,1016,146,660,1.054794521,0.539393939,0,0.221212121,0.447474747,0.722351157,0,1,1.458504709,0.023453715,0.17945192,0.01369863,0.034246575,0.928244874,0,0.036363636,0.56969697,0,0.023453715,0.315416902,0.010606061,0.040909091,2.575421772,0.05721163,0.074552542,0,0.25,1.713548908,0.00973433,0.340250677,0.003030303,0.018181818,2.059296194,0.43030303,0.012785388,0.284243929,0.007575758,0.021212121,0,0.036565657,0.228192969,0.016666667,0.056060606,3.025877022,0.347694835,0.139892747,0.25,0.520467836,2.850774026,0.02
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-ee-r2-noholes.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/11/04/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf.gz,19473,58308,4430,22331,3.395711061,1.611078769,0.53,0.198378935,0.452560083,0.698279755,0,1,1.666137,0.001185882,1.271866298,0.000451467,0.006094808,1.299769717,0,0.165330706,0.793694864,0,0.001185882,1.410822071,0.000313466,0.023330796,3.177205335,0.510985602,0.300506535,0,0.942857143,3.159385017,0.000387935,1.839766268,8.9562E-05,0.006627558,1.750243566,0.607361963,0.001585038,2.063317552,0.000223904,0.061036228,0.08,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/12/satrace2008/velev-vliw-uns-2.0-uq5.cnf.gz,151669,2465731,120317,2391111,0.260578306,0.031207251,19.96,0.05031845,0.762961842,0.530553415,0,1,1.025373066,2.5681E-05,2.068014959,1.6623E-05,0.001130347,0.612882247,0,0.902946789,0.934163659,0.39,2.5681E-05,5.770331044,2.091E-06,0.017327928,4.437996351,0.342981426,0.263624964,0,1,4.231260909,1.561E-05,5.220324441,4.18E-07,0.009183597,4.139163279,0.926614448,4.7095E-05,3.934331313,2.091E-06,0.017232575,47.1,-1,0,-1,0,-512,-1,0,-1,0,0,21.56
Industrial/12/SATCompetition2011/application/SAT07/industrial/fuhs/medium/AProVE07-21.cnf.gz,3189,11039,1203,6562,1.650872818,0.682261506,0.05,0.183328254,0.339017471,0.616590659,0,1,1.293128781,0.002737112,0.296689503,0.00166251,0.014962594,1.233961563,0,0.203444072,0.576043889,0,0.002737112,0.533597649,0.001066748,0.030630905,2.153305435,0.065400599,0.095688424,0,0.714285714,1.790270636,0.001546728,0.84260035,0.000152393,0.024687595,1.843557173,0.608655898,0.001484402,1.073984799,0.000761963,0.028497409,0.01,0.004769362,0.936187761,0.000914355,0.050899116,3.470533343,0.290413726,0.454365504,0.013993711,0.577777778,3.487178891,0.5
Industrial/12/satrace2008/narain-vpn-clauses-8.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/SC2012_Application_Debugged/satrace-unselected/softveri/cbmc/aes_equiv_encry_3_rounds.debugged.cnf.gz,501284,2928183,7950,459462,62.054591195,5.373068937,59.81,0.017302846,0.308133483,0.727267318,0,1,1.952606632,0.000893798,0.153779115,0.000251572,0.00427673,1.055958449,0,0.00881901,0.033177934,0.09,0.000893798,2.042704696,1.7412E-05,0.009480653,3.853177942,0.059472799,0.071992699,0,0.8,2.431063898,4.1222E-05,1.579111383,2.176E-06,0.000376527,2.964510221,0.060409784,2.7909E-05,0.662733415,8.706E-06,9.3588E-05,0.42,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/satrace2010/cryptography/desgen/gss-16-s100.cnf.gz,31248,93904,13336,55442,1.343131374,0.693733992,0.92,0.240539663,0.187952877,1.556539307,0,1,1.129188417,0.000223163,1.076460023,0.00014997,0.002474505,0.980772097,0,0.663305797,0.939594531,0.01,0.000223163,0.804480193,0.000126258,0.002056203,2.466730865,0.18273232,0.152198067,0,0.777777778,2.366130498,0.000153315,0.945602748,5.4111E-05,0.001605281,1.87471984,0.896125681,0.000417142,0.756092151,7.2147E-05,0.002218535,0.58,0.000454032,0.909097567,9.0184E-05,0.003841853,3.801134877,0.171493157,0.468490717,0.018578107,0.533333333,3.224503567,3.36
Industrial/11/07/babic/dspam/dspam_dump_vc949.cnf.gz,112728,360099,0,0,-512,-512,1.52,-512,0,0,0,0,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,0,0,0,0,-512,0,0,0,0,-512,-512,0,0,0,0,-512,0,0,0,0,-512,0,0,0,0,-512,-512
Industrial/11/11/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf.gz,559571,10223027,403920,7128902,0.38535106,0.434025464,18.93,0.056659497,0.79095127,0.501130116,0,1,0.646119609,5.404E-06,3.372097033,4.951E-06,0.003485839,0.177991842,0,0.961165268,0.997827997,1.01,5.404E-06,1.921449542,8.42E-07,0.000597427,1.866018253,0.426367586,0.326308937,0,0.99408284,1.711286035,4.759E-06,2.188131428,5.61E-07,0.000596866,1.790977898,0.961157132,0.000129654,0.709395881,5.61E-07,0.000794372,518.52,-1,0,-1,0,-512,-1,0,-1,0,0,20.49
Industrial/12/SATCompetition2007/industrial/babic/dspam/dspam_dump_vc1081.cnf.gz,118426,375699,0,0,-512,-512,1.78,-512,0,0,0,0,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,0,0,0,0,-512,0,0,0,0,-512,-512,0,0,0,0,-512,0,0,0,0,-512,0,0,0,0,-512,-512
Industrial/11/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf.gz,541150,1645836,0,0,-512,-512,15.13,-512,0,0,0,0,-512,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,0,0,0,0,-512,0,0,0,0,-512,-512,0,0,0,0,-512,0,0,0,0,-512,0,0,0,0,-512,-512
Industrial/09/APPLICATION/SAT_RACE06/een-tip-uns-nusmv-t5.B.cnf.gz,59265,170983,10131,50218,4.849866746,2.404815007,0.95,0.201740412,0.456906759,0.798544699,0,1,1.677837905,0.000323883,0.427848587,0.000197414,0.00256638,1.496010666,0,0.310227408,0.696981162,0.01,0.000323883,0.836308748,1.9913E-05,0.004958381,3.139135929,0.187073955,0.156003593,0,1,3.302481116,0.00013825,0.809223509,0,0.002449321,2.542076636,0.548448763,0.000315694,0.768906173,1.9913E-05,0.003464893,0.33,0.000760099,0.84370497,0,0.009259628,4.401154422,0.163741447,0.578643669,0,0.644444444,3.492154483,5.68
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-19.cnf.gz,30537,112780,13407,78540,1.277690759,0.435956201,0.62,0.170702827,0.367934369,0.604646083,0,1,1.317039566,0.000243943,0.266053166,0.000149176,0.000820467,1.176297772,0,0.176024955,0.609027247,0.01,0.000243943,2.441652972,8.9127E-05,0.041418386,2.51868514,0.059533329,0.113671073,0,0.8,1.620396433,0.000132545,4.335733179,2.5465E-05,0.040628979,2.21823859,0.566501146,0.000118062,3.220176456,6.3662E-05,0.026648841,0.58,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/12/SATCompetition2011/application/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf.gz,229544,1070757,62370,393294,2.680359147,1.722535813,5.26,0.158583655,0.34628096,1.049870403,0,1,1.305242794,4.1834E-05,0.378509473,3.2067E-05,0.0001924,0.971554531,0,0.567308426,0.927674971,0.06,4.1834E-05,0.553648755,1.5256E-05,0.000104248,2.866164098,0.239777697,0.158491042,0,0.80952381,3.130810935,2.6755E-05,0.505438991,7.628E-06,7.1194E-05,2.608284499,0.745020265,4.0771E-05,0.55595979,1.0171E-05,0.000101705,12.45,6.3205E-05,0.654135198,7.628E-06,0.000205953,3.628911466,0.140332816,0.718074315,0.027401385,0.611111111,3.208696954,16.55
Industrial/12/SATCompetition2007/industrial/anbulagan/hard-unsat/dated-10-11-u.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/11/SAT_RACE08/Q1/SAT_dat.k80_04.cnf.gz,104450,457628,42375,262415,1.464896755,0.743909456,2.32,0.16148086,0.343142323,1.117718801,0,1,1.744435143,7.603E-05,0.655205452,4.7198E-05,0.000542773,1.453740631,0,0.586746184,0.726440943,0.04,7.603E-05,0.76387659,3.811E-06,0.00065164,3.433590544,0.165991489,0.152267128,0,1,3.337077684,3.5878E-05,0.729350264,3.811E-06,0.000240078,2.847714119,0.625105272,7.8369E-05,0.681447266,3.811E-06,0.000533506,5.75,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/satrace2010/software-verification/fuhs/AProVE07-16.cnf.gz,52382,182485,17506,98030,1.992231235,0.861521983,1.09,0.178577986,0.358665806,0.530468164,0,1,1.149422458,0.000187412,0.237555585,0.000114247,0.000913972,1.092854058,0,0.167387534,0.570284607,0.01,0.000187412,1.40204176,6.1206E-05,0.020514128,1.916379257,0.040013562,0.065047098,0,0.625,1.314113708,0.000107359,2.23237013,1.0201E-05,0.017749668,1.499284732,0.604437417,8.7119E-05,2.661707336,3.0603E-05,0.016178721,0.98,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf.gz,30771,153033,7238,62781,3.251312517,1.437568691,0.68,0.115289658,0.496144319,0.663536022,0,1,1.417803242,0.000465653,0.381200198,0.000276319,0.001381597,1.311033762,0,0.189117727,0.755594846,0.01,0.000465653,1.429928487,1.5928E-05,0.004252879,3.064350142,0.360596068,0.163427218,0,1,3.155283556,0.000208119,1.171241921,0,0.004077667,2.816425342,0.547840907,0.000453724,1.864374478,3.1857E-05,0.012089645,0.18,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/12/SATCompetition2011/application/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf.gz,224986,1204430,121248,834371,0.855585247,0.443518531,6.1,0.145316652,0.400247122,0.911555847,0,1,1.399944193,2.3064E-05,0.430320797,1.6495E-05,8.2476E-05,1.08255163,0,0.517375364,0.869874432,0.15,2.3064E-05,0.747414895,8.39E-06,8.03E-05,2.993225568,0.221257797,0.148078982,0,0.84,2.86110922,1.2941E-05,0.847190864,3.596E-06,5.5131E-05,2.718782307,0.695340562,2.524E-05,0.655778738,5.993E-06,8.9888E-05,46.43,-1,0,-1,0,-512,-1,0,-1,0,0,20.07
Industrial/12/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf.gz,645431,11795567,489780,8701442,0.317797787,0.355587614,21.72,0.056287222,0.792262678,0.499145443,0,1,0.643325709,4.454E-06,3.388466152,4.083E-06,0.00287476,0.17667387,0,0.961375482,0.997875754,1.24,4.454E-06,1.924325234,6.9E-07,0.000489459,1.797366738,0.426899443,0.326879474,0,0.99408284,1.666486386,3.926E-06,2.189845879,4.6E-07,0.000488999,1.723627907,0.961368817,0.00010787,0.701560423,4.6E-07,0.000650812,759.3,-1,0,-1,0,-512,-1,0,-1,0,0,20.6
Industrial/12/SATCompetition2011/application/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf.gz,2384,164746,1557,163852,0.531149647,0.005456143,1.16,0.009502478,0.416238183,0.531581389,0,1,0.531993472,0.002723635,1.280439268,0.001284522,0.028901734,0.393981254,0,0.021379049,0.93844445,0.02,0.002723635,1.070465868,4.8825E-05,0.009746601,3.722328247,0.232265416,0.325780278,0,0.881081081,2.225754501,0.001794447,0.806453269,3.6618E-05,0.004949589,3.780985742,0.93844445,0.001552414,1.003069507,4.2721E-05,0.004888558,0.09,-1,0,-1,0,-512,-1,0,-1,0,0,20.3
Industrial/12/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_1/SAT_dat.k55.debugged.cnf.gz,81425,363676,28229,190381,1.884445074,0.910253649,1.69,0.148276351,0.309524,1.171617403,0,1,1.803226262,0.000119142,0.675680521,7.0849E-05,0.000602218,1.502456538,0,0.582248229,0.721385012,0.03,0.000119142,0.997576564,3.6768E-05,0.001255377,3.532323511,0.192552315,0.158321166,0,0.764705882,3.460943032,6.2208E-05,0.937770472,1.0505E-05,0.000614557,3.022400672,0.673418041,0.000136351,0.815416766,2.101E-05,0.001229114,2.56,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
Industrial/09/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf.gz,368888,1100500,56393,456317,5.541379249,1.411700638,5.94,0.123582948,0.364674739,0.727935816,0,1,1.865220924,7.1691E-05,0.41060669,3.5465E-05,0.000691575,1.716299173,0,0.129758479,0.483015097,0.09,7.1691E-05,1.798458214,1.534E-05,0.00337923,2.922153011,0.196881355,0.152305787,0,0.969924812,2.83028641,2.772E-05,2.158405795,0,0.001606339,2.497608327,0.506816533,5.7926E-05,1.618417186,1.0957E-05,0.001926292,10.18,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_l38_lambda.cnf.gz,26986,132388,6193,52966,3.357500404,1.499490239,0.59,0.116924064,0.495160567,0.667418919,0,1,1.441530932,0.000543375,0.383907566,0.000322945,0.001614726,1.328238097,0,0.197541819,0.752029604,0,0.000543375,1.360427921,1.888E-05,0.004474569,3.102007915,0.354980475,0.163184956,0,1,3.187569424,0.000247885,1.103443801,0,0.004266888,2.847032725,0.559490994,0.000525172,1.76940214,3.776E-05,0.012630744,0.14,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf.gz,162682,820958,85693,546568,0.89842811,0.502023536,4.37,0.156783785,0.412666035,0.924326834,0,1,1.436444688,3.2572E-05,0.457520279,2.3339E-05,0.000116696,1.0898342,0,0.562063641,0.855377556,0.08,3.2572E-05,0.71192502,1.2807E-05,0.000120754,2.924875493,0.229807985,0.146566554,0,0.789473684,2.86872333,1.8311E-05,0.844020584,5.489E-06,8.4162E-05,2.609371749,0.710266609,3.599E-05,0.633190479,9.148E-06,0.00013722,23.32,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
Industrial/12/SATCompetition2011/application/SAT07/industrial/crypto/mizh-sha0-36-2.cnf.gz,50073,210239,20559,120270,1.43557566,0.748058535,0.73,0.170940384,0.409262493,0.433908658,0,1,1.035560064,0.000164943,0.186316982,9.7281E-05,0.000194562,0.917079804,0,0.080527147,0.52841939,0.02,0.000164943,0.512242077,4.9888E-05,0.000465619,2.557905661,0.018894025,0.038298994,0,0.4,0.822906586,8.4811E-05,0.50111372,8.315E-06,0.00023281,2.306496047,0.529059616,6.6473E-05,0.519681377,3.3259E-05,0.000174607,1.35,0.000294363,0.427523645,4.1573E-05,0.000681799,3.73047113,0.254624649,0.281790597,0.088749126,0.580952381,3.282847774,7.62
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf.gz,18607,55724,6781,34365,1.743990562,0.621533537,0.31,0.197322858,0.380051228,0.944867704,0,1,1.43479901,0.000456432,0.437576156,0.000294942,0.005308951,1.256529764,0,0.32463262,0.668703623,0,0.000456432,1.183102733,0.000232795,0.008293322,1.833125923,0.077520986,0.058195308,0,0.6,1.767132863,0.000192946,1.268796104,2.9099E-05,0.00372472,1.568758219,0.54139386,0.000486763,1.053137656,0.000174596,0.006401862,0.15,0.001553037,1.147429873,0.000203696,0.011028663,3.152329599,0.128945558,0.474343792,0.008776559,0.527272727,2.931257229,8.85
Industrial/12/SC2012_Application_Debugged/satrace-unselected/ibm/2002/20_rule/SAT_dat.k90.debugged.cnf.gz,181532,748920,55772,414777,2.254894929,0.805596742,4.99,0.134462615,0.362252644,1.027658129,0,1,1.936443063,6.2267E-05,0.674031867,3.586E-05,0.000466184,1.60430153,0,0.530075197,0.665796319,0.08,6.2267E-05,1.226163692,1.6877E-05,0.000817307,3.637511254,0.217071268,0.158174084,0,0.733333333,3.63622421,2.8723E-05,1.272058986,4.822E-06,0.000344764,2.971743788,0.604973275,6.7716E-05,1.024888526,1.2055E-05,0.000824539,9.99,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/SATCompetition2007/industrial/palacios/medium/cube-9-h11-sat.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner064.cnf.gz,24448,73151,9180,42312,1.663180828,0.728847608,0.54,0.216959728,0.418775507,0.891329668,0,1,1.362452662,0.000312529,0.597041631,0.000217865,0.00708061,1.087559403,0,0.447485347,0.737048591,0,0.000312529,0.249838231,0.000141804,0.001725279,1.609062829,0.096307871,0.103503618,0,0.890410959,1.681634433,0.000145557,0.541882327,2.3634E-05,0.001630743,1.685176954,0.593968614,0.000453854,0.959052859,0.000141804,0.001701645,0.28,0.000355567,0.67578188,0.000141804,0.008980904,2.657114814,0.163899793,0.315883199,0.006994178,0.615384615,2.457316192,0.72
Industrial/12/SATCompetition2011/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf.gz,218792,1020908,28762,302084,6.606981434,2.379550059,10.09,0.095211928,0.48482675,0.639853488,0,1,1.427026021,0.000130995,0.494412534,6.9536E-05,0.000660594,1.255594874,0,0.122409661,0.757838879,0.06,0.000130995,2.063024046,3.31E-06,0.001880272,2.720319398,0.374829767,0.174912539,0,1,2.666028354,4.6319E-05,1.796084359,0,0.001410204,2.619438017,0.477628739,9.8344E-05,2.473170067,6.621E-06,0.003661233,2.68,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
Industrial/12/SATCompetition2011/application/SAT07/industrial/fuhs/hard/AProVE07-03.cnf.gz,3114,10827,1304,7470,1.38803681,0.44939759,0.04,0.174564926,0.385361727,0.585937712,0,1,1.300205435,0.00259648,0.708996371,0.001533742,0.091257669,1.117620239,0,0.130522088,0.565327979,0,0.00259648,0.787223404,0.000937082,0.02356091,2.851926377,0.069591949,0.098553647,0,0.4,1.98728495,0.001338483,0.791388888,0.000401606,0.011780455,2.448892629,0.536947791,0.002697087,1.678259445,0.000669344,0.017135207,0.01,0.006205455,0.700458135,0.000669344,0.067603748,4.470551665,0.22348971,0.404492445,0.005992261,0.535714286,3.53732662,0.96
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/diagnosis/UTI-20-5p1.cnf.gz,225926,1207249,121873,838748,0.853782216,0.439346502,6.3,0.145303476,0.400175539,0.911455794,0,1,1.408242353,2.3014E-05,0.435323641,1.6411E-05,8.2053E-05,1.091512085,0,0.516455479,0.868697153,0.14,2.3014E-05,0.745087552,8.346E-06,8.1073E-05,3.025603802,0.223423758,0.148870986,0,0.846153846,2.884840504,1.2855E-05,0.847815414,3.577E-06,5.4844E-05,2.729757376,0.694246663,2.5095E-05,0.659022991,5.961E-06,8.9419E-05,47.07,-1,0,-1,0,-512,-1,0,-1,0,0,20.08
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf.gz,8564,28927,4489,21377,0.90777456,0.353183328,0.18,0.209992048,0.339819064,0.638908397,0,1,1.197653487,0.000702877,0.249699104,0.000445534,0.002450434,1.076344036,0,0.200215185,0.65940029,0,0.000702877,0.777632939,0.000327455,0.011133461,2.052820975,0.045852092,0.05964674,0,0.555555556,1.374003873,0.000401797,1.339632216,9.3558E-05,0.010759227,1.667458689,0.612667821,0.000350704,1.562208462,0.000187117,0.010993123,0.07,0.001504079,1.076457358,0.000280675,0.011414137,3.180173841,0.323109563,0.437407418,0.008163265,0.623188406,3.160424017,1.65
Industrial/12/SATCompetition2007/industrial/narain/clauses-10.cnf.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial/12/satrace2010/software-verification/bitverif/minxorminand128.cnf.gz,153834,459965,13881,179278,10.082342771,1.565652227,10.36,0.077427236,0.650563482,0.502150863,0,1,2.000102837,0.000322859,1.166497966,0.000144082,0.018514516,1.819030195,0,0.371880543,0.489909526,0.03,0.000322859,1.997399601,3.9046E-05,0.00390455,2.743009802,0.147008912,0.255322562,0,0.969465649,1.971929807,6.6296E-05,2.036056664,5.578E-06,0.001433528,2.296203203,0.429812916,0.000339035,1.487131423,2.789E-05,0.002872634,0.7,-1,0,-1,0,-512,-1,0,-1,0,0,20.06
Industrial/12/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_l39_lambda.cnf.gz,27735,136449,6398,54879,3.334948421,1.486360903,0.62,0.116583757,0.495363017,0.666613947,0,1,1.436671768,0.000526137,0.383347708,0.000312598,0.001562988,1.32477179,0,0.195794384,0.752765174,0.01,0.000526137,1.374499749,1.8222E-05,0.004427923,3.105618133,0.356142394,0.163246324,0,1,3.180547046,0.000239012,1.117099074,0,0.004227482,2.841279757,0.557080122,0.00050937,1.788998801,3.6444E-05,0.01251845,0.14,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/09/APPLICATION/SAT09/APPLICATIONS/bitverif/minand/minand128.cnf.gz,53999,159692,5924,63910,8.11529372,1.498701299,3.51,0.092692849,0.645021549,0.518168401,0,1,2.029560215,0.000807884,1.558493616,0.00033761,0.021944632,1.853081708,0,0.375668909,0.496588953,0.01,0.000807884,2.132996651,0.000109529,0.010890315,2.910069666,0.173016699,0.244182458,0,0.955555556,2.388761118,0.000156383,2.157063241,0,0.002065404,2.302792176,0.433296824,0.000848356,1.531209149,7.8235E-05,0.008793616,0.15,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
Industrial/09/APPLICATION/SAT09/APPLICATIONS/bitverif/minor/minor064.cnf.gz,14578,42581,1957,17622,6.449156873,1.416354557,0.48,0.111054364,0.643959124,0.527583083,0,1,2.058944951,0.002388024,1.134089163,0.001021972,0.034236076,1.890061787,0,0.383781637,0.506923164,0,0.002388024,1.518812321,0.000453978,0.019634548,3.306070892,0.221037235,0.237987764,0,0.85915493,2.882469473,0.00048283,1.571480998,0,0.003858813,2.486045481,0.441550335,0.002605444,1.068923822,0.000397231,0.015548746,0.02,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/12/satrace2008/goldb-heqc-frg1mul.cnf.gz,3230,20575,3221,20567,0.002794163,0.000388973,0.07,0.156610104,0.492672728,0.734970324,0,1,1.275920664,0.001051666,0.33979868,0.000620925,0.002794163,1.065229532,0,0.230466281,0.691544708,0,0.001051666,3.340034255,0.000534837,0.088491272,1.439623886,0.160979705,0.060317809,0,0.411764706,1.778979112,0.000254309,3.166756458,4.8622E-05,0.02217144,1.085385293,0.247337969,0.000548438,1.856349924,0.000340351,0.022511791,0.03,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
Industrial/12/SATCompetition2011/application/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf.gz,286,1742,260,1716,0.1,0.015151515,0,0.151515152,0.435923925,1.080249949,0,1,1.246249859,0.013986014,1.023180843,0.007692308,0.076923077,0.498062994,0,0.829254079,0.829254079,0,0.013986014,0,0.013986014,0.013986014,0,0,0,0,0,0,0.00490407,0.353517349,0.001748252,0.006993007,2.150674005,0.637529138,0.030957504,0.220406144,0.019230769,0.047202797,0,0.025207019,1.01493281,0.013403263,0.134032634,0.82398065,0.135009192,0.375598279,0.020854508,0.173333333,1.441844293,0.36
